IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::STATICINVOKE::<spec.benchmarks.serial.Utils: java.util.BitSet createBitSet()>::75
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.lang.reflect.WeakCache$LookupValue::r3::<java.lang.reflect.WeakCache$LookupValue: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.OptionalDouble::r3::<java.util.OptionalDouble: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.OptionalInt::r3::<java.util.OptionalInt: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.OptionalLong::r3::<java.util.OptionalLong: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.util.BuddhistCalendar::r3::<sun.util.BuddhistCalendar: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.GregorianCalendar::r3::<java.util.GregorianCalendar: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.JapaneseImperialCalendar::r3::<java.util.JapaneseImperialCalendar: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.Calendar::r3::<java.util.Calendar: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.math.MathContext::r3::<java.math.MathContext: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.ZoneOffset::r3::<java.time.ZoneOffset: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.ZoneId::r3::<java.time.ZoneId: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.zone.ZoneRules::r3::<java.time.zone.ZoneRules: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.DateFormatSymbols::r3::<java.text.DateFormatSymbols: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.util.locale.InternalLocaleBuilder$CaseInsensitiveString::r3::<sun.util.locale.InternalLocaleBuilder$CaseInsensitiveString: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar::r3::<sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.MessageFormat::r3::<java.text.MessageFormat: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.SimpleDateFormat::r3::<java.text.SimpleDateFormat: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.DateFormat::r3::<java.text.DateFormat: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.DecimalFormat::r3::<java.text.DecimalFormat: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.ChoiceFormat::r3::<java.text.ChoiceFormat: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.NumberFormat::r3::<java.text.NumberFormat: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.FieldPosition::r3::<java.text.FieldPosition: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.ParsePosition::r3::<java.text.ParsePosition: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.AttributedCharacterIterator$Attribute::r3::<java.text.AttributedCharacterIterator$Attribute: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.util.locale.BaseLocale$Key::r3::<sun.util.locale.BaseLocale$Key: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.StringCharacterIterator::r3::<java.text.StringCharacterIterator: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.security.auth.x500.X500Principal::r3::<javax.security.auth.x500.X500Principal: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.cert.X509CRL::r3::<java.security.cert.X509CRL: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.net.InetSocketAddress$InetSocketAddressHolder::r3::<java.net.InetSocketAddress$InetSocketAddressHolder: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.reflect.generics.reflectiveObjects.TypeVariableImpl::r3::<sun.reflect.generics.reflectiveObjects.TypeVariableImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.reflect.generics.reflectiveObjects.WildcardTypeImpl::r3::<sun.reflect.generics.reflectiveObjects.WildcardTypeImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.X509CertInfo::r3::<sun.security.x509.X509CertInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.AlgorithmId::r3::<sun.security.x509.AlgorithmId: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.util.DerValue::r3::<sun.security.util.DerValue: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.KeyIdentifier::r3::<sun.security.x509.KeyIdentifier: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.Extension::r3::<sun.security.x509.Extension: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.util.ObjectIdentifier::r3::<sun.security.util.ObjectIdentifier: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.GeneralNames::r3::<sun.security.x509.GeneralNames: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.OIDName::r3::<sun.security.x509.OIDName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.X500Name::r3::<sun.security.x509.X500Name: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.IPAddressName::r3::<sun.security.x509.IPAddressName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.CertificateExtensions::r3::<sun.security.x509.CertificateExtensions: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.GeneralName::r3::<sun.security.x509.GeneralName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.URIName::r3::<sun.security.x509.URIName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.DNSName::r3::<sun.security.x509.DNSName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.RFC822Name::r3::<sun.security.x509.RFC822Name: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.Provider$ServiceKey::r3::<java.security.Provider$ServiceKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.Provider$UString::r3::<java.security.Provider$UString: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.TreeMap$Entry::r3::<java.util.TreeMap$Entry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.ZonedDateTime::r3::<java.time.ZonedDateTime: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Clock$TickClock::r3::<java.time.Clock$TickClock: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Clock$SystemClock::r3::<java.time.Clock$SystemClock: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Clock$FixedClock::r3::<java.time.Clock$FixedClock: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Clock$OffsetClock::r3::<java.time.Clock$OffsetClock: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Clock::r3::<java.time.Clock: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.temporal.ValueRange::r3::<java.time.temporal.ValueRange: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.OffsetDateTime::r3::<java.time.OffsetDateTime: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Duration::r3::<java.time.Duration: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.nio.ch.Util$3::r3::<sun.nio.ch.Util$3: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.net.InterfaceAddress::r3::<java.net.InterfaceAddress: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.net.Inet6Address$Inet6AddressHolder::r3::<java.net.Inet6Address$Inet6AddressHolder: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.jca.ProviderConfig::r3::<sun.security.jca.ProviderConfig: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.provider.PolicyParser$PrincipalEntry::r3::<sun.security.provider.PolicyParser$PrincipalEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.provider.PolicyParser$PermissionEntry::r3::<sun.security.provider.PolicyParser$PermissionEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.LocalTime::r3::<java.time.LocalTime: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.LocalDate::r3::<java.time.LocalDate: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.LocalDateTime::r3::<java.time.LocalDateTime: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.zone.ZoneOffsetTransitionRule::r3::<java.time.zone.ZoneOffsetTransitionRule: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.zone.ZoneOffsetTransition::r3::<java.time.zone.ZoneOffsetTransition: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.DigitList::r3::<java.text.DigitList: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.RuleBasedCollator::r3::<java.text.RuleBasedCollator: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.Collator::r3::<java.text.Collator: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.ResourceBundle$CacheKey::r3::<java.util.ResourceBundle$CacheKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.nio.file.attribute.FileTime::r3::<java.nio.file.attribute.FileTime: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.util.Cache$EqualByteArray::r3::<sun.security.util.Cache$EqualByteArray: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.DistributionPoint::r3::<sun.security.x509.DistributionPoint: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.RDN::r3::<sun.security.x509.RDN: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.AVA::r3::<sun.security.x509.AVA: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.util.BitArray::r3::<sun.security.util.BitArray: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.GeneralSubtrees::r3::<sun.security.x509.GeneralSubtrees: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.GeneralSubtree::r3::<sun.security.x509.GeneralSubtree: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.AccessDescription::r3::<sun.security.x509.AccessDescription: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.OtherName::r3::<sun.security.x509.OtherName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.EDIPartyName::r3::<sun.security.x509.EDIPartyName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.PolicyInformation::r3::<sun.security.x509.PolicyInformation: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Period::r3::<java.time.Period: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.OffsetTime::r3::<java.time.OffsetTime: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.MonthDay::r3::<java.time.MonthDay: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.Year::r3::<java.time.Year: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.YearMonth::r3::<java.time.YearMonth: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.format.DecimalStyle::r3::<java.time.format.DecimalStyle: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.nio.ch.FileKey::r3::<sun.nio.ch.FileKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::jdk.internal.org.objectweb.asm.Handle::r3::<jdk.internal.org.objectweb.asm.Handle: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::jdk.internal.org.objectweb.asm.Type::r3::<jdk.internal.org.objectweb.asm.Type: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.misc.ProxyGenerator$ConstantPool$IndirectEntry::r3::<sun.misc.ProxyGenerator$ConstantPool$IndirectEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.ChronoLocalDateTimeImpl::r3::<java.time.chrono.ChronoLocalDateTimeImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.ChronoPeriodImpl::r3::<java.time.chrono.ChronoPeriodImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.ChronoZonedDateTimeImpl::r3::<java.time.chrono.ChronoZonedDateTimeImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.AbstractChronology::r3::<java.time.chrono.AbstractChronology: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.concurrent.CopyOnWriteArrayList::r3::<java.util.concurrent.CopyOnWriteArrayList: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.RuleBasedCollationKey::r3::<java.text.RuleBasedCollationKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.AttributedString$AttributedStringIterator::r3::<java.text.AttributedString$AttributedStringIterator: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.cert.X509CRLEntry::r3::<java.security.cert.X509CRLEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.CRLExtensions::r3::<sun.security.x509.CRLExtensions: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.X509CRLImpl$X509IssuerSerial::r3::<sun.security.x509.X509CRLImpl$X509IssuerSerial: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.X509Key::r3::<sun.security.x509.X509Key: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.CertificatePolicyId::r3::<sun.security.x509.CertificatePolicyId: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.JapaneseDate::r3::<java.time.chrono.JapaneseDate: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.HijrahDate::r3::<java.time.chrono.HijrahDate: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.ThaiBuddhistDate::r3::<java.time.chrono.ThaiBuddhistDate: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.MinguoDate::r3::<java.time.chrono.MinguoDate: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.chrono.ChronoLocalDateImpl::r3::<java.time.chrono.ChronoLocalDateImpl: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.nio.ch.SocketOptionRegistry$RegistryKey::r3::<sun.nio.ch.SocketOptionRegistry$RegistryKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.EnumMap$EntryIterator$Entry::r3::<java.util.EnumMap$EntryIterator$Entry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.time.temporal.WeekFields::r3::<java.time.temporal.WeekFields: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.text.CompactByteArray::r3::<sun.text.CompactByteArray: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.AttributeEntry::r3::<java.text.AttributeEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.security.x509.DistributionPointName::r3::<sun.security.x509.DistributionPointName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.text.IntHashtable::r3::<sun.text.IntHashtable: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.util.PreHashedMap$2$1$1::r3::<sun.util.PreHashedMap$2$1$1: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.spec.EllipticCurve::r3::<java.security.spec.EllipticCurve: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.spec.ECPoint::r3::<java.security.spec.ECPoint: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.text.PatternEntry::r3::<java.text.PatternEntry: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.net.www.http.KeepAliveKey::r3::<sun.net.www.http.KeepAliveKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.spec.ECFieldF2m::r3::<java.security.spec.ECFieldF2m: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.security.spec.ECFieldFp::r3::<java.security.spec.ECFieldFp: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.nio.fs.UnixPath::r3::<sun.nio.fs.UnixPath: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.nio.fs.UnixFileKey::r3::<sun.nio.fs.UnixFileKey: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.nio.fs.UnixUserPrincipals$User::r3::<sun.nio.fs.UnixUserPrincipals$User: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.ObjectName::r3::<javax.management.ObjectName: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.ObjectInstance::r3::<javax.management.ObjectInstance: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.Attribute::r3::<javax.management.Attribute: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.MBeanInfo::r3::<javax.management.MBeanInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::java.util.logging.Level::r3::<java.util.logging.Level: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.MBeanNotificationInfo::r3::<javax.management.MBeanNotificationInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.OpenMBeanAttributeInfoSupport::r3::<javax.management.openmbean.OpenMBeanAttributeInfoSupport: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.MBeanAttributeInfo::r3::<javax.management.MBeanAttributeInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.OpenMBeanConstructorInfoSupport::r3::<javax.management.openmbean.OpenMBeanConstructorInfoSupport: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.MBeanConstructorInfo::r3::<javax.management.MBeanConstructorInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.OpenMBeanParameterInfoSupport::r3::<javax.management.openmbean.OpenMBeanParameterInfoSupport: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.MBeanParameterInfo::r3::<javax.management.MBeanParameterInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.OpenMBeanOperationInfoSupport::r3::<javax.management.openmbean.OpenMBeanOperationInfoSupport: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.MBeanOperationInfo::r3::<javax.management.MBeanOperationInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.MBeanFeatureInfo::r3::<javax.management.MBeanFeatureInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.ImmutableDescriptor::r3::<javax.management.ImmutableDescriptor: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.ArrayType::r3::<javax.management.openmbean.ArrayType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.TabularType::r3::<javax.management.openmbean.TabularType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.CompositeType::r3::<javax.management.openmbean.CompositeType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.SimpleType::r3::<javax.management.openmbean.SimpleType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.management.MappedMXBeanType$InProgress::r3::<sun.management.MappedMXBeanType$InProgress: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.openmbean.OpenType::r3::<javax.management.openmbean.OpenType: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.NotificationBroadcasterSupport$WildcardListenerInfo::r3::<javax.management.NotificationBroadcasterSupport$WildcardListenerInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::javax.management.NotificationBroadcasterSupport$ListenerInfo::r3::<javax.management.NotificationBroadcasterSupport$ListenerInfo: boolean equals(java.lang.Object)>::89
IN METHOD::<spec.benchmarks.serial.Main: void serialize()>::INVOKE::sun.management.LazyCompositeData::r3::<sun.management.LazyCompositeData: boolean equals(java.lang.Object)>::89
